paper_id,study_id,source,org_level,genus,species,temp,temp_units,response_def,response_value,response_units ,gas,gas_unit,mass/area,time,error,error_type,sample_size,realm,exp_design,time_point,time_units,add_trt,add_value,ppfd,avg_ppfd,ppfd_units,metabolic_category,latitude,latitude_broad,cnidarian_type,avg_depth_m,depth_m
becker2021,becker2021,figure 4a,pop,Pocillopora,spp.,20,C,gross photosynthesis,0.412580467,log umol cm^-2 hr^-1,o2,log umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
becker2021,becker2021,figure 4a,pop,Pocillopora,spp.,20,C,gross photosynthesis,0.426885253,log umol cm^-2 hr^-1,o2,log umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
becker2021,becker2021,figure 4a,pop,Pocillopora,spp.,20,C,gross photosynthesis,0.441290688,log umol cm^-2 hr^-1,o2,log umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
becker2021,becker2021,figure 4a,pop,Pocillopora,spp.,20,C,gross photosynthesis,0.455595474,log umol cm^-2 hr^-1,o2,log umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
becker2021,becker2021,figure 4a,pop,Pocillopora,spp.,20,C,gross photosynthesis,0.512965591,log umol cm^-2 hr^-1,o2,log umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
becker2021,becker2021,figure 4a,pop,Pocillopora,spp.,20,C,gross photosynthesis,0.516576385,log umol cm^-2 hr^-1,o2,log umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
becker2021,becker2021,figure 4a,pop,Pocillopora,spp.,20,C,gross photosynthesis,0.530918914,log umol cm^-2 hr^-1,o2,log umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
becker2021,becker2021,figure 4a,pop,Pocillopora,spp.,20,C,gross photosynthesis,0.559566229,log umol cm^-2 hr^-1,o2,log umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
becker2021,becker2021,figure 4a,pop,Pocillopora,spp.,20,C,gross photosynthesis,0.573959083,log umol cm^-2 hr^-1,o2,log umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
becker2021,becker2021,figure 4a,pop,Pocillopora,spp.,20,C,gross photosynthesis,0.609777663,log umol cm^-2 hr^-1,o2,log umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
becker2021,becker2021,figure 4a,pop,Pocillopora,spp.,22,C,gross photosynthesis,0.362696144,log umol cm^-2 hr^-1,o2,log umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
becker2021,becker2021,figure 4a,pop,Pocillopora,spp.,22,C,gross photosynthesis,0.36631952,log umol cm^-2 hr^-1,o2,log umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
becker2021,becker2021,figure 4a,pop,Pocillopora,spp.,22,C,gross photosynthesis,0.427237525,log umol cm^-2 hr^-1,o2,log umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
becker2021,becker2021,figure 4a,pop,Pocillopora,spp.,22,C,gross photosynthesis,0.448776482,log umol cm^-2 hr^-1,o2,log umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
becker2021,becker2021,figure 4a,pop,Pocillopora,spp.,22,C,gross photosynthesis,0.466704643,log umol cm^-2 hr^-1,o2,log umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
becker2021,becker2021,figure 4a,pop,Pocillopora,spp.,22,C,gross photosynthesis,0.481034591,log umol cm^-2 hr^-1,o2,log umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
becker2021,becker2021,figure 4a,pop,Pocillopora,spp.,22,C,gross photosynthesis,0.50615918,log umol cm^-2 hr^-1,o2,log umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
becker2021,becker2021,figure 4a,pop,Pocillopora,spp.,22,C,gross photosynthesis,0.520501709,log umol cm^-2 hr^-1,o2,log umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
becker2021,becker2021,figure 4a,pop,Pocillopora,spp.,22,C,gross photosynthesis,0.534831657,log umol cm^-2 hr^-1,o2,log umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
becker2021,becker2021,figure 4a,pop,Pocillopora,spp.,22,C,gross photosynthesis,0.581457458,log umol cm^-2 hr^-1,o2,log umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
becker2021,becker2021,figure 4a,pop,Pocillopora,spp.,22,C,gross photosynthesis,0.599373039,log umol cm^-2 hr^-1,o2,log umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
becker2021,becker2021,figure 4a,pop,Pocillopora,spp.,22,C,gross photosynthesis,0.624485046,log umol cm^-2 hr^-1,o2,log umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
becker2021,becker2021,figure 4a,pop,Pocillopora,spp.,22,C,gross photosynthesis,0.635229362,log umol cm^-2 hr^-1,o2,log umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
becker2021,becker2021,figure 4a,pop,Pocillopora,spp.,22,C,gross photosynthesis,0.64599884,log umol cm^-2 hr^-1,o2,log umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
becker2021,becker2021,figure 4a,pop,Pocillopora,spp.,22,C,gross photosynthesis,0.69617253,log umol cm^-2 hr^-1,o2,log umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
becker2021,becker2021,figure 4a,pop,Pocillopora,spp.,24,C,gross photosynthesis,0.402528115,log umol cm^-2 hr^-1,o2,log umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
becker2021,becker2021,figure 4a,pop,Pocillopora,spp.,24,C,gross photosynthesis,0.413247269,log umol cm^-2 hr^-1,o2,log umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
becker2021,becker2021,figure 4a,pop,Pocillopora,spp.,24,C,gross photosynthesis,0.495716812,log umol cm^-2 hr^-1,o2,log umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
becker2021,becker2021,figure 4a,pop,Pocillopora,spp.,24,C,gross photosynthesis,0.538756981,log umol cm^-2 hr^-1,o2,log umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
becker2021,becker2021,figure 4a,pop,Pocillopora,spp.,24,C,gross photosynthesis,0.54597857,log umol cm^-2 hr^-1,o2,log umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
becker2021,becker2021,figure 4a,pop,Pocillopora,spp.,24,C,gross photosynthesis,0.553124672,log umol cm^-2 hr^-1,o2,log umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
becker2021,becker2021,figure 4a,pop,Pocillopora,spp.,24,C,gross photosynthesis,0.57823668,log umol cm^-2 hr^-1,o2,log umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
becker2021,becker2021,figure 4a,pop,Pocillopora,spp.,24,C,gross photosynthesis,0.592554047,log umol cm^-2 hr^-1,o2,log umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
becker2021,becker2021,figure 4a,pop,Pocillopora,spp.,24,C,gross photosynthesis,0.61945887,log umol cm^-2 hr^-1,o2,log umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
becker2021,becker2021,figure 4a,pop,Pocillopora,spp.,24,C,gross photosynthesis,0.653522377,log umol cm^-2 hr^-1,o2,log umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
becker2021,becker2021,figure 4a,pop,Pocillopora,spp.,24,C,gross photosynthesis,0.678646965,log umol cm^-2 hr^-1,o2,log umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
becker2021,becker2021,figure 4a,pop,Pocillopora,spp.,24,C,gross photosynthesis,0.6893787,log umol cm^-2 hr^-1,o2,log umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
becker2021,becker2021,figure 4a,pop,Pocillopora,spp.,24,C,gross photosynthesis,0.700123016,log umol cm^-2 hr^-1,o2,log umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
becker2021,becker2021,figure 4a,pop,Pocillopora,spp.,24,C,gross photosynthesis,0.721661972,log umol cm^-2 hr^-1,o2,log umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
becker2021,becker2021,figure 4a,pop,Pocillopora,spp.,24,C,gross photosynthesis,0.736004501,log umol cm^-2 hr^-1,o2,log umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
becker2021,becker2021,figure 4a,pop,Pocillopora,spp.,24,C,gross photosynthesis,0.750334449,log umol cm^-2 hr^-1,o2,log umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
becker2021,becker2021,figure 4a,pop,Pocillopora,spp.,28,C,gross photosynthesis,0.370987132,log umol cm^-2 hr^-1,o2,log umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
becker2021,becker2021,figure 4a,pop,Pocillopora,spp.,28,C,gross photosynthesis,0.555603162,log umol cm^-2 hr^-1,o2,log umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
becker2021,becker2021,figure 4a,pop,Pocillopora,spp.,28,C,gross photosynthesis,0.568184328,log umol cm^-2 hr^-1,o2,log umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
becker2021,becker2021,figure 4a,pop,Pocillopora,spp.,28,C,gross photosynthesis,0.647055658,log umol cm^-2 hr^-1,o2,log umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
becker2021,becker2021,figure 4a,pop,Pocillopora,spp.,28,C,gross photosynthesis,0.654239503,log umol cm^-2 hr^-1,o2,log umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
becker2021,becker2021,figure 4a,pop,Pocillopora,spp.,28,C,gross photosynthesis,0.66143593,log umol cm^-2 hr^-1,o2,log umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
becker2021,becker2021,figure 4a,pop,Pocillopora,spp.,28,C,gross photosynthesis,0.682949724,log umol cm^-2 hr^-1,o2,log umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
becker2021,becker2021,figure 4a,pop,Pocillopora,spp.,28,C,gross photosynthesis,0.690083245,log umol cm^-2 hr^-1,o2,log umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
becker2021,becker2021,figure 4a,pop,Pocillopora,spp.,28,C,gross photosynthesis,0.736683884,log umol cm^-2 hr^-1,o2,log umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
becker2021,becker2021,figure 4a,pop,Pocillopora,spp.,28,C,gross photosynthesis,0.743892892,log umol cm^-2 hr^-1,o2,log umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
becker2021,becker2021,figure 4a,pop,Pocillopora,spp.,28,C,gross photosynthesis,0.75822284,log umol cm^-2 hr^-1,o2,log umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
becker2021,becker2021,figure 4a,pop,Pocillopora,spp.,28,C,gross photosynthesis,0.779736634,log umol cm^-2 hr^-1,o2,log umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
becker2021,becker2021,figure 4a,pop,Pocillopora,spp.,28,C,gross photosynthesis,0.794079163,log umol cm^-2 hr^-1,o2,log umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
becker2021,becker2021,figure 4a,pop,Pocillopora,spp.,28,C,gross photosynthesis,0.847863648,log umol cm^-2 hr^-1,o2,log umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
becker2021,becker2021,figure 4a,pop,Pocillopora,spp.,30,C,gross photosynthesis,0.428696941,log umol cm^-2 hr^-1,o2,log umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
becker2021,becker2021,figure 4a,pop,Pocillopora,spp.,30,C,gross photosynthesis,0.536253329,log umol cm^-2 hr^-1,o2,log umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
becker2021,becker2021,figure 4a,pop,Pocillopora,spp.,30,C,gross photosynthesis,0.546985063,log umol cm^-2 hr^-1,o2,log umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
becker2021,becker2021,figure 4a,pop,Pocillopora,spp.,30,C,gross photosynthesis,0.629479769,log umol cm^-2 hr^-1,o2,log umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
becker2021,becker2021,figure 4a,pop,Pocillopora,spp.,30,C,gross photosynthesis,0.651006144,log umol cm^-2 hr^-1,o2,log umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
becker2021,becker2021,figure 4a,pop,Pocillopora,spp.,30,C,gross photosynthesis,0.66175046,log umol cm^-2 hr^-1,o2,log umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
becker2021,becker2021,figure 4a,pop,Pocillopora,spp.,30,C,gross photosynthesis,0.672519938,log umol cm^-2 hr^-1,o2,log umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
becker2021,becker2021,figure 4a,pop,Pocillopora,spp.,30,C,gross photosynthesis,0.711974474,log umol cm^-2 hr^-1,o2,log umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
becker2021,becker2021,figure 4a,pop,Pocillopora,spp.,30,C,gross photosynthesis,0.722731371,log umol cm^-2 hr^-1,o2,log umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
becker2021,becker2021,figure 4a,pop,Pocillopora,spp.,30,C,gross photosynthesis,0.744245165,log umol cm^-2 hr^-1,o2,log umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
becker2021,becker2021,figure 4a,pop,Pocillopora,spp.,30,C,gross photosynthesis,0.755002062,log umol cm^-2 hr^-1,o2,log umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
becker2021,becker2021,figure 4a,pop,Pocillopora,spp.,30,C,gross photosynthesis,0.765746378,log umol cm^-2 hr^-1,o2,log umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
becker2021,becker2021,figure 4a,pop,Pocillopora,spp.,30,C,gross photosynthesis,0.780076326,log umol cm^-2 hr^-1,o2,log umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
becker2021,becker2021,figure 4a,pop,Pocillopora,spp.,30,C,gross photosynthesis,0.819518281,log umol cm^-2 hr^-1,o2,log umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
becker2021,becker2021,figure 4a,pop,Pocillopora,spp.,30,C,gross photosynthesis,0.841044656,log umol cm^-2 hr^-1,o2,log umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
becker2021,becker2021,figure 4a,pop,Pocillopora,spp.,32,C,gross photosynthesis,0.414694103,log umol cm^-2 hr^-1,o2,log umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
becker2021,becker2021,figure 4a,pop,Pocillopora,spp.,32,C,gross photosynthesis,0.549130152,log umol cm^-2 hr^-1,o2,log umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
becker2021,becker2021,figure 4a,pop,Pocillopora,spp.,32,C,gross photosynthesis,0.572455634,log umol cm^-2 hr^-1,o2,log umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
becker2021,becker2021,figure 4a,pop,Pocillopora,spp.,32,C,gross photosynthesis,0.604720034,log umol cm^-2 hr^-1,o2,log umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
becker2021,becker2021,figure 4a,pop,Pocillopora,spp.,32,C,gross photosynthesis,0.629844623,log umol cm^-2 hr^-1,o2,log umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
becker2021,becker2021,figure 4a,pop,Pocillopora,spp.,32,C,gross photosynthesis,0.662115313,log umol cm^-2 hr^-1,o2,log umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
becker2021,becker2021,figure 4a,pop,Pocillopora,spp.,32,C,gross photosynthesis,0.67287221,log umol cm^-2 hr^-1,o2,log umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
becker2021,becker2021,figure 4a,pop,Pocillopora,spp.,32,C,gross photosynthesis,0.680018313,log umol cm^-2 hr^-1,o2,log umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
becker2021,becker2021,figure 4a,pop,Pocillopora,spp.,32,C,gross photosynthesis,0.690800372,log umol cm^-2 hr^-1,o2,log umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
becker2021,becker2021,figure 4a,pop,Pocillopora,spp.,32,C,gross photosynthesis,0.703356376,log umol cm^-2 hr^-1,o2,log umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
becker2021,becker2021,figure 4a,pop,Pocillopora,spp.,32,C,gross photosynthesis,0.71948543,log umol cm^-2 hr^-1,o2,log umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
becker2021,becker2021,figure 4a,pop,Pocillopora,spp.,32,C,gross photosynthesis,0.755341753,log umol cm^-2 hr^-1,o2,log umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
becker2021,becker2021,figure 4a,pop,Pocillopora,spp.,32,C,gross photosynthesis,0.773257334,log umol cm^-2 hr^-1,o2,log umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
becker2021,becker2021,figure 4a,pop,Pocillopora,spp.,32,C,gross photosynthesis,0.801936102,log umol cm^-2 hr^-1,o2,log umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
becker2021,becker2021,figure 4a,pop,Pocillopora,spp.,32,C,gross photosynthesis,0.852141245,log umol cm^-2 hr^-1,o2,log umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
becker2021,becker2021,figure 4a,pop,Pocillopora,spp.,32,C,gross photosynthesis,0.837773553,log umol cm^-2 hr^-1,o2,log umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
becker2021,becker2021,figure 4a,pop,Pocillopora,spp.,34,C,gross photosynthesis,0.361287053,log umol cm^-2 hr^-1,o2,log umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
becker2021,becker2021,figure 4a,pop,Pocillopora,spp.,34,C,gross photosynthesis,0.490344654,log umol cm^-2 hr^-1,o2,log umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
becker2021,becker2021,figure 4a,pop,Pocillopora,spp.,34,C,gross photosynthesis,0.508260234,log umol cm^-2 hr^-1,o2,log umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
becker2021,becker2021,figure 4a,pop,Pocillopora,spp.,34,C,gross photosynthesis,0.529811772,log umol cm^-2 hr^-1,o2,log umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
becker2021,becker2021,figure 4a,pop,Pocillopora,spp.,34,C,gross photosynthesis,0.587169308,log umol cm^-2 hr^-1,o2,log umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
becker2021,becker2021,figure 4a,pop,Pocillopora,spp.,34,C,gross photosynthesis,0.597901042,log umol cm^-2 hr^-1,o2,log umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
becker2021,becker2021,figure 4a,pop,Pocillopora,spp.,34,C,gross photosynthesis,0.637355579,log umol cm^-2 hr^-1,o2,log umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
becker2021,becker2021,figure 4a,pop,Pocillopora,spp.,34,C,gross photosynthesis,0.651735851,log umol cm^-2 hr^-1,o2,log umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
becker2021,becker2021,figure 4a,pop,Pocillopora,spp.,34,C,gross photosynthesis,0.651685527,log umol cm^-2 hr^-1,o2,log umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
becker2021,becker2021,figure 4a,pop,Pocillopora,spp.,34,C,gross photosynthesis,0.68398138,log umol cm^-2 hr^-1,o2,log umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
becker2021,becker2021,figure 4a,pop,Pocillopora,spp.,34,C,gross photosynthesis,0.698323909,log umol cm^-2 hr^-1,o2,log umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
becker2021,becker2021,figure 4a,pop,Pocillopora,spp.,34,C,gross photosynthesis,0.730582019,log umol cm^-2 hr^-1,o2,log umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
becker2021,becker2021,figure 4a,pop,Pocillopora,spp.,34,C,gross photosynthesis,0.830986014,log umol cm^-2 hr^-1,o2,log umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
becker2021,becker2021,figure 4a,pop,Pocillopora,spp.,34,C,gross photosynthesis,0.845359996,log umol cm^-2 hr^-1,o2,log umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
becker2021,becker2021,figure 4a,pop,Pocillopora,spp.,36,C,gross photosynthesis,0.254070357,log umol cm^-2 hr^-1,o2,log umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
becker2021,becker2021,figure 4a,pop,Pocillopora,spp.,36,C,gross photosynthesis,0.358066275,log umol cm^-2 hr^-1,o2,log umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
becker2021,becker2021,figure 4a,pop,Pocillopora,spp.,36,C,gross photosynthesis,0.358028531,log umol cm^-2 hr^-1,o2,log umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
becker2021,becker2021,figure 4a,pop,Pocillopora,spp.,36,C,gross photosynthesis,0.368785428,log umol cm^-2 hr^-1,o2,log umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
becker2021,becker2021,figure 4a,pop,Pocillopora,spp.,36,C,gross photosynthesis,0.383165701,log umol cm^-2 hr^-1,o2,log umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
becker2021,becker2021,figure 4a,pop,Pocillopora,spp.,36,C,gross photosynthesis,0.408265127,log umol cm^-2 hr^-1,o2,log umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
